Categoria;HTO;Precursor_PT;Precursor_EN;WeakSignal;Report;Text
Humano;descumprimento de procedimento/covered detector;detector coberto;covered detector;small leak normalized (0.52);anp-final-report-fpso-cdsm-accident.pdf;Figure 2 shows the position of the OP-068 valve and the location of the leak.
Humano;procedimento desatualizado/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;unauthorized access to hazardous zone (0.53);anp-final-report-fpso-cdsm-accident.pdf;"This, in line with the understanding shown by the 
representatives of BW ground crew during the presentation of sanitation of non compliances 
as demonstrated by the lack of understanding of the purpose of the Technical Regulations of 
the Operational Safety Management System (SGSO) ANP establishing the need to take 
corrective action to eliminate the cause of non-compliances identified and preventive actions 
to eliminate the cause of non-conformities in order to prevent the occurrence."
Organizacional;procedimento desatualizado/outdated procedure;procedimento desatualizado;outdated procedure;conflicting operational instructions (0.66);anp-final-report-fpso-cdsm-accident.pdf;"CR14: Some operating 
procedure and lack of 
clear 
instructions 
/ 
[15.2.1] 
incomplete 
Procedure 
15.2.1 
R25: The operational procedures should set clear instructions and prohibitions to 
be observed by all who use them as a criterion for control of operational risks."
Organizacional;sem procedimento/outdated procedure;procedimento desatualizado;outdated procedure;procedure not fully followed (0.52);anp-final-report-fpso-cdsm-accident.pdf;"CR14: Some operating 
procedure and lack of 
clear 
instructions 
/ 
[15.2.1] 
incomplete 
Procedure 
15.2.1 
R25: The operational procedures should set clear instructions and prohibitions to 
be observed by all who use them as a criterion for control of operational risks."
Organizacional;sem procedimento/no procedure;sem procedimento;no procedure;conflicting operational instructions (0.57);anp-final-report-fpso-cdsm-accident.pdf;"However, there was no operational procedure to indicate the parameters and procedures to 
be followed by the marine169 operator and by pumping in maneuvering change collectors and 
how to operate the stripping pump."
Organizacional;ausência de procedimento/no procedure;sem procedimento;no procedure;procedure not fully followed (0.55);anp-final-report-fpso-cdsm-accident.pdf;"However, there was no operational procedure to indicate the parameters and procedures to 
be followed by the marine169 operator and by pumping in maneuvering change collectors and 
how to operate the stripping pump."
Organizacional;ausência de procedimento/absence of procedure;ausência de procedimento;absence of procedure;conflicting operational instructions (0.57);anp-final-report-fpso-cdsm-accident.pdf;"However, there was no operational procedure to indicate the parameters and procedures to 
be followed by the marine169 operator and by pumping in maneuvering change collectors and 
how to operate the stripping pump."
Organizacional;procedimento ausente/absence of procedure;ausência de procedimento;absence of procedure;procedure not fully followed (0.55);anp-final-report-fpso-cdsm-accident.pdf;"However, there was no operational procedure to indicate the parameters and procedures to 
be followed by the marine169 operator and by pumping in maneuvering change collectors and 
how to operate the stripping pump."
Organizacional;procedimento ausente/missing procedure;procedimento ausente;missing procedure;procedure not fully followed (0.64);anp-final-report-fpso-cdsm-accident.pdf;"7.5.3 Root Cause n° 14: Incomplete operating procedure and lack of proper 
instructions / [15.2.1] Incomplete procedure]"
Organizacional;manutenção preventiva/missing procedure;procedimento ausente;missing procedure;conflicting operational instructions (0.55);anp-final-report-fpso-cdsm-accident.pdf;"7.5.3 Root Cause n° 14: Incomplete operating procedure and lack of proper 
instructions / [15.2.1] Incomplete procedure]"
Organizacional;manutenção preventiva/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;incomplete job safety analysis (0.57);anp-final-report-fpso-cdsm-accident.pdf;"1 – Design Operation Safety Case 
191 Item 7.1.2 of the document MS-MP03048 Rev."
Organizacional;ausência de procedimento/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;conflicting operational instructions (0.52);anp-final-report-fpso-cdsm-accident.pdf;"1 – Design Operation Safety Case 
191 Item 7.1.2 of the document MS-MP03048 Rev."
Organizacional;falha no planejamento/absence of procedure;ausência de procedimento;absence of procedure;conflicting operational instructions (0.51);anp-final-report-fpso-cdsm-accident.pdf;"In this sense, it could be seen that the plant operator not prepared and documented 
operating procedure with clear and specific instructions to carry out the activities safely, in 
order to minimize human exposure to risks arising from the response to the emergency by 
setting failed development control and operational procedures."
Organizacional;falha no planejamento/planning failure;falha no planejamento;planning failure;conflicting operational instructions (0.51);anp-final-report-fpso-cdsm-accident.pdf;"Root Cause n° 22: Lack of proper instructions upon emergency procedure 
/ [15.2.1] Incomplete / inadequate procedure 
 As a response to the emergence of BW philosophy203, the Emergency Response Plan 
(ERP) should be prepared during the detailed design phase and should be implemented during 
the operation phase."
Organizacional;falta de planejamento/planning failure;falha no planejamento;planning failure;procedure not fully followed (0.51);anp-final-report-fpso-cdsm-accident.pdf;"Root Cause n° 22: Lack of proper instructions upon emergency procedure 
/ [15.2.1] Incomplete / inadequate procedure 
 As a response to the emergence of BW philosophy203, the Emergency Response Plan 
(ERP) should be prepared during the detailed design phase and should be implemented during 
the operation phase."
Organizacional;falta de planejamento/lack of planning;falta de planejamento;lack of planning;conflicting operational instructions (0.51);anp-final-report-fpso-cdsm-accident.pdf;"Root Cause n° 22: Lack of proper instructions upon emergency procedure 
/ [15.2.1] Incomplete / inadequate procedure 
 As a response to the emergence of BW philosophy203, the Emergency Response Plan 
(ERP) should be prepared during the detailed design phase and should be implemented during 
the operation phase."
Organizacional;procedimento ausente/lack of planning;falta de planejamento;lack of planning;procedure not fully followed (0.51);anp-final-report-fpso-cdsm-accident.pdf;"Root Cause n° 22: Lack of proper instructions upon emergency procedure 
/ [15.2.1] Incomplete / inadequate procedure 
 As a response to the emergence of BW philosophy203, the Emergency Response Plan 
(ERP) should be prepared during the detailed design phase and should be implemented during 
the operation phase."
Organizacional;procedimento ausente/missing procedure;procedimento ausente;missing procedure;procedure not fully followed (0.61);anp-final-report-fpso-cdsm-accident.pdf;"Root Cause n° 22: Lack of proper instructions upon emergency procedure / [15.2.1] 
Incomplete / inadequate procedure .......................................................................................... 313 
11.3.2."
